question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to fix Google Chromecast if the video quality is poor?""",0.0,0.7351570129394531,1.360253636159558,5.45,178,33,0.0,-28,0.0,-28.0,0.0,0.0,5.00030779838562,0.9999384441116113,6.2,2372,519,0.0,-13,0.0,-13.0,0.0
"""How to adjust the volume on Google Chromecast?""",0.0,0.7856652736663818,1.2728066690952182,5.65,193,38,0.0,-21,0.0,-21.0,0.0,0.0,1.3524961471557617,0.739373640436644,5.95,667,130,0.0,0,0.0,-23.0,0.0
"""How to enable ambient mode on Google Chromecast?""",0.0,0.725684404373169,0.0,5.4,186,35,0.0,-7,0.0,-7.0,0.0,0.0,3.603654146194458,0.8324883238768461,6.0,1861,390,0.0,0,0.0,-23.0,0.0
"""How to disable notifications on Google Chromecast?""",0.0,0.6405119895935059,1.5612510245650981,5.65,137,27,0.0,0,0.0,-27.0,0.0,0.0,2.5563650131225586,1.1735413309904519,6.0,1363,265,0.0,0,0.0,-23.0,0.0
"""How to add Apple TV to the Home app?""",0.0,0.7955334186553955,1.2570182176498417,5.75,178,35,0.0,-12,0.0,-12.0,0.0,0.0,3.297844409942627,0.9096851236989935,5.95,1519,331,0.0,-21,0.0,-21.0,0.0
"""How to disable automatic app updates on Apple TV?""",0.0,0.5489647388458252,1.8216106231186135,5.5,84,18,0.0,-11,0.0,-11.0,0.0,0.0,1.3153796195983887,1.5204736109632142,6.15,585,128,0.0,0,0.0,-22.0,0.0
"""How to fix Apple TV if it is overheating?""",0.0,0.7372870445251465,1.3563238462207696,5.7,185,37,0.0,-16,0.0,-16.0,0.0,0.0,4.302825450897217,1.1620271510107312,6.050000000000001,2364,466,0.0,-21,0.0,-21.0,0.0
"""How to change the screensaver download frequency on Apple TV?""",0.0,0.6616950035095215,1.5112702902322896,5.45,153,31,0.0,-21,0.0,-21.0,0.0,0.0,1.5165483951568604,1.3187841590752536,5.9,752,142,0.0,-18,0.0,-18.0,0.0
"""How to fix buffering issues on Samsung Smart TV?""",0.0,0.7136991024017334,2.8023014086297713,5.7,197,35,0.0,0,0.0,0.0,0.0,0.0,5.33730936050415,0.9368016096279398,5.95,2897,577,0.0,-21,0.0,-21.0,0.0
"""How to disable subtitles on Samsung Smart TV?""",0.0,0.610811710357666,1.6371657305219838,5.7,134,27,0.0,-6,0.0,-6.0,0.0,0.0,3.233114242553711,1.237197234589007,6.0,1606,339,0.0,-6,0.0,-6.0,0.0
"""How to fix Samsung Smart TV if there is no sound?""",0.0,0.581228494644165,1.7204937631478345,5.45,124,23,0.0,-7,0.0,-7.0,0.0,0.0,5.208110332489014,0.960041105274722,6.15,2571,540,0.0,-16,0.0,-16.0,0.0
"""How to fix Samsung Smart TV if the screen is flickering?""",0.0,0.7087521553039551,1.4109304536448506,5.75,212,39,0.0,-21,0.0,-21.0,0.0,0.0,4.613849878311157,1.0836936900571768,5.9,2349,492,0.0,-12,0.0,-12.0,0.0
"""How to use Samsung Smart TV with a VPN?""",0.0,0.7527201175689697,1.3285150438502304,5.95,199,41,0.0,-20,0.0,-20.0,0.0,0.0,4.607942581176758,0.6510497791907304,5.9,2377,480,0.0,0,0.0,0.0,0.0
"""How to enable voice control on Samsung Smart TV?""",0.0,0.656951904296875,1.522181446554104,5.65,156,30,0.0,0,0.0,0.0,0.0,0.0,3.4250054359436035,0.5839406790455484,6.0,1773,367,0.0,0,0.0,-22.0,0.0
"""How to fix Samsung Smart TV if it is not recognized by the HDMI input?""",0.0,0.5876972675323486,1.7015563203108603,5.449999999999999,114,23,0.0,0,0.0,0.0,0.0,0.0,4.657425880432129,0.8588435119942984,6.15,2415,480,0.0,-4,0.0,-4.0,0.0
"""How to restart LG OLED TV with webOS?""",0.0,0.800769567489624,1.2487987063919583,5.75,215,42,0.0,-7,0.0,-7.0,0.0,0.0,2.683522939682007,1.1179334283440812,5.95,1265,274,0.0,-17,0.0,-17.0,0.0
"""How to change the picture resolution on LG OLED TV with webOS?""",0.0,0.6539275646209717,3.058442720882761,5.699999999999999,163,29,0.0,0,0.0,0.0,0.0,0.0,3.915872812271118,0.7661127273072332,5.95,1826,389,0.0,0,0.0,0.0,0.0
"""How to connect LG OLED TV with webOS to a new Wi-Fi network?""",0.0,0.647484302520752,1.5444389865606671,5.5,142,30,0.0,-21,0.0,-21.0,0.0,0.0,4.585874319076538,0.8722437035319693,6.25,2146,482,0.0,-17,0.0,-17.0,0.0
"""How to change the audio output on LG OLED TV with webOS?""",0.0,0.7708964347839355,1.2971911074921074,5.699999999999999,173,34,0.0,-27,0.0,-27.0,0.0,0.0,3.8964762687683105,0.7699264137832635,6.0,1916,441,0.0,-3,0.0,-3.0,0.0
"""How to fix LG OLED TV with webOS if there is no sound?""",0.0,0.7273604869842529,1.3748340993133163,5.65,194,37,0.0,-20,0.0,-20.0,0.0,0.0,4.837862253189087,1.03351433718467,5.75,2345,498,0.0,-4,0.0,-4.0,0.0
"""How to turn off autoplay on LG OLED TV with webOS?""",0.0,0.7293357849121094,0.0,5.6,162,34,0.0,-26,0.0,-26.0,0.0,0.25,3.7657814025878906,1.0621965463139198,5.95,1989,406,0.0,-2,0.0,-2.0,0.0
"""How to set a screensaver on LG OLED TV with webOS?""",0.0,0.6555285453796387,0.0,5.65,130,26,0.0,-14,0.0,-14.0,0.0,0.0,3.6774773597717285,1.0877021416240817,5.85,1844,380,0.0,0,0.0,0.0,0.0
"""How to fix LG OLED TV with webOS if it keeps freezing?""",0.0,0.7774770259857178,0.0,5.55,195,40,0.0,-25,0.0,-25.0,0.0,0.0,4.280195713043213,1.1681708817112864,6.15,2142,450,0.0,-3,0.0,-3.0,0.0
"""How to enable voice control on LG OLED TV with webOS?""",0.0,0.5413219928741455,0.0,5.35,77,16,0.0,-23,0.0,-23.0,0.0,0.0,3.734039783477783,1.07122586580386,5.95,1847,375,0.0,-7,0.0,-7.0,0.0
"""How to change the picture resolution on Sony Bravia?""",0.0,0.6565959453582764,1.5230066634868316,5.7,167,29,0.0,-21,0.0,-21.0,0.0,0.0,3.8147289752960205,0.7864254628391151,5.800000000000001,1845,375,0.0,-4,0.0,-4.0,0.0
"""How to enable Accessibility features on Sony Bravia?""",0.0,0.642120361328125,1.5573404305864835,5.5,143,28,0.0,-21,0.0,-21.0,0.0,0.0,4.17221474647522,0.9587234222248682,6.05,2217,441,0.0,-18,0.0,-18.0,0.0
"""How to add Sony Bravia to the Google Home app?""",0.0,0.7799282073974609,0.0,5.5,180,36,0.0,-27,0.0,-27.0,0.0,0.0,4.051590442657471,0.7404499646393105,6.300000000000001,1856,414,0.0,-5,0.0,-5.0,0.0
"""How to reset Sony Bravia using a computer?""",0.0,0.6368823051452637,1.570148820151323,5.35,131,25,0.0,-6,0.0,-6.0,0.0,0.0,2.491455078125,1.2041156295928117,6.15,1217,252,0.0,0,0.0,-23.0,0.0
"""How to use Sony Bravia with a VPN?""",0.0,0.8253071308135986,0.0,5.45,199,43,0.0,-21,0.0,-21.0,0.0,0.0,4.495134353637695,0.6673882834157151,6.1,2365,471,0.0,-16,0.0,-16.0,0.0
"""How to check for software updates on Sony Bravia?""",0.0,0.6493933200836182,1.539898808746618,5.4,168,29,0.0,-6,0.0,-6.0,0.0,0.0,3.976717710494995,0.7543909873425579,6.3,2031,413,0.0,-1,0.0,-1.0,0.0
"""How to pair a Bluetooth device with Sony Bravia?""",0.0,0.7142021656036377,1.4001637745720064,5.449999999999999,160,29,0.0,-12,0.0,-12.0,0.0,0.0,4.9686973094940186,1.0062999793622578,6.050000000000001,2626,515,0.0,0,0.0,-23.0,0.0
"""How to fix Sony Bravia remote if it is not working?""",0.0,0.7632603645324707,2.620337820401909,5.7,221,42,0.0,-8,0.0,-8.0,0.0,0.0,4.74798321723938,1.0530787012574379,5.95,2433,517,0.0,-21,0.0,-21.0,0.0
"""How to fix buffering issues on Sony Bravia?""",0.0,0.767672061920166,0.0,5.8,216,39,0.0,-21,0.0,-21.0,0.0,0.0,4.1798622608184814,0.7177269997910949,6.05,2142,438,0.0,-6,0.0,-6.0,0.0
"""How to install apps on Sony Bravia?""",0.0,0.715313196182251,0.0,5.6,178,34,0.0,-17,0.0,-17.0,0.0,0.0,3.6760671138763428,0.8160895617691344,5.800000000000001,1790,395,0.0,-21,0.0,-21.0,0.0
"""How to change the audio output on Sony Bravia?""",0.0,0.6596336364746094,1.5159930372010106,5.5,147,29,0.0,-21,0.0,-21.0,0.0,0.0,4.173211336135864,0.4792472364579689,6.15,2088,463,0.0,-17,0.0,-17.0,0.0
"""How to use Sony Bravia as a Google Assistant hub?""",0.0,0.710545539855957,1.4073693294898624,5.199999999999999,163,29,0.0,-5,0.0,-5.0,0.0,0.0,4.98412013053894,1.0031860928404028,6.1,2422,505,0.0,-20,0.0,-20.0,0.0
"""How to change the screensaver download frequency on Sony Bravia?""",0.0,0.6277987957000732,0.0,5.449999999999999,125,23,0.0,-19,0.0,-19.0,0.0,0.0,3.003901720046997,0.9987011159445511,5.9,1628,293,0.0,-21,0.0,-21.0,0.0
"""How to fix PlayStation VR if there is no audio?""",0.0,0.6908910274505615,0.0,5.9,190,34,0.0,0,0.0,-26.0,0.0,0.0,4.336544752120972,0.9223933404689704,6.0,2209,460,0.0,-21,0.0,-21.0,0.0
"""How to change the screen brightness on PlayStation VR?""",0.0,0.5823094844818115,1.7172998665631827,6.199999999999999,122,22,0.0,-28,0.0,-28.0,0.0,0.0,1.8919436931610107,1.585670868980751,5.9,922,187,0.0,0,0.0,0.0,0.0
"""How to fix PlayStation VR if the image is shaky?""",0.0,0.6155683994293213,0.0,5.6,131,25,0.0,-24,0.0,-24.0,0.0,0.0,5.031254053115845,0.9937880192920585,5.95,2714,541,0.25,0,1.0,0.0,0.0
"""How to set up PlayStation VR for multiple users?""",0.0,0.6322751045227051,1.5815900275782255,5.9,177,29,0.0,-1,0.0,-1.0,0.0,0.0,3.4804351329803467,0.8619611874317602,5.800000000000001,1811,371,0.0,-21,0.0,-21.0,0.0
"""How to update PlayStation VR Move controller firmware?""",0.0,0.6714625358581543,1.4892863660979283,5.5,164,32,0.0,-7,0.0,-7.0,0.0,0.0,3.3977479934692383,0.8829377592933695,5.95,1817,364,0.0,-21,0.0,-21.0,0.0
"""How to enable 3D audio on PlayStation VR?""",0.0,0.6490123271942139,0.0,5.7,175,28,0.0,0,0.0,-27.0,0.0,0.0,3.836974620819092,0.781866000292688,5.9,1966,403,0.0,-21,0.0,-21.0,0.0
"""How to change the screen brightness on Samsung Family Hub?""",0.0,0.5957009792327881,1.6786945713720414,5.65,138,27,0.0,-21,0.0,-21.0,0.0,0.0,2.5775222778320312,1.1639084658179069,5.9,1359,265,0.0,0,0.0,-23.0,0.0
"""How to connect Samsung Family Hub to Bluetooth speakers?""",0.0,0.6521854400634766,0.0,5.55,125,26,0.0,-5,0.0,-5.0,0.0,0.0,3.2536604404449463,0.9220384409834156,5.85,1692,342,0.0,-21,0.0,-21.0,0.0
"""How to disable Bixby on Samsung Family Hub?""",0.0,0.5958545207977295,0.0,5.6,109,25,0.0,-15,0.0,-15.0,0.0,0.0,2.3789689540863037,1.2610505046085856,6.15,1122,239,0.0,-20,0.0,-20.0,0.0
"""How to adjust the ice maker settings on Samsung Family Hub?""",0.0,0.6523139476776123,1.5330041670262002,5.5,148,29,0.0,-25,0.0,-25.0,0.0,0.0,3.549119710922241,1.127040034092555,6.0,1844,372,0.0,-19,0.0,-19.0,0.0
"""How to add a note to Samsung Family Hub?""",0.0,0.6111998558044434,0.0,5.65,115,26,0.0,0,0.0,0.0,0.0,0.0,3.803699254989624,1.0516078511609241,5.95,1797,395,0.0,-2,0.0,-2.0,0.0
"""How to descale Keurig K-Elite?""",0.0,0.7522165775299072,2.6588087257623414,5.65,168,34,0.0,-12,0.0,-12.0,0.0,0.0,3.910684585571289,1.022838818235203,5.95,1806,406,0.0,0,0.0,-23.0,0.0
"""How to fix Keurig K-Elite if it wont brew?""",0.0,0.6415309906005859,1.5587711500311379,5.55,150,30,0.0,-20,0.0,-20.0,0.0,0.0,4.400958776473999,0.9088928579346529,6.15,2128,484,0.0,-13,0.0,-13.0,0.0
"""How to use strong brew setting on Keurig K-Elite?""",0.0,0.6732409000396729,0.0,5.5,129,28,0.0,-21,0.0,-21.0,0.0,0.0,1.9595961570739746,1.0206184538503182,6.15,873,191,0.0,-20,0.0,-20.0,0.0
"""How to fix Keurig K-Elite if the brew size is incorrect?""",0.0,0.6266438961029053,1.5958026659539315,5.45,142,26,0.0,0,0.0,-25.0,0.0,0.0,4.338338375091553,0.9220119903425861,5.95,2150,473,0.0,0,0.0,0.0,0.0
"""How to use the hot water button on Keurig K-Elite?""",0.0,0.5565018653869629,0.0,5.45,98,22,0.0,-7,0.0,-7.0,0.0,0.0,1.7599706649780273,1.1363825771625293,5.7,760,183,0.0,0,0.0,0.0,0.0
"""How to fix Keurig K-Elite if it keeps shutting off?""",0.0,0.5460736751556396,0.0,5.65,110,21,0.0,-18,0.0,-18.0,0.0,0.0,3.8167567253112793,0.7860076541170183,5.95,1924,412,0.0,0,0.0,-22.0,0.0
"""How to fix Keurig K-Elite if coffee splashes out during brewing?""",0.0,0.6391916275024414,1.5644760615943314,5.4,140,31,0.0,-27,0.0,-27.0,0.0,0.0,4.676584482192993,0.8553250807791084,6.15,2393,534,0.0,0,0.0,-22.0,0.0
"""How to fix Smarter Coffee 2nd Generation if it is not connecting to Wi-Fi?""",0.0,0.7300574779510498,1.3697551633956968,5.55,189,38,0.0,-17,0.0,-17.0,0.0,0.0,4.264704704284668,0.9379312935732829,5.5,2135,444,0.0,-3,0.0,-3.0,0.0
"""How to fix Smarter Coffee 2nd Generation if the coffee tastes bad?""",0.0,0.713883638381958,1.400788512628788,5.699999999999999,176,33,0.0,0,0.0,-27.0,0.0,0.0,4.843432664871216,1.0323256966625105,6.0,2493,507,0.0,-21,0.0,-21.0,0.0
"""How to reset Smarter Coffee 2nd Generation to factory settings?""",0.0,0.6955864429473877,1.4376358397122009,5.6,139,27,0.0,-17,0.0,-17.0,0.0,0.0,2.5569465160369873,0.782182962162653,5.95,1395,260,0.0,-4,0.0,-4.0,0.0
"""How to replace the Smarter Coffee 2nd Generation filter?""",0.0,0.7199311256408691,1.3890217610949849,5.65,162,29,0.0,-21,0.0,-21.0,0.0,0.0,1.727492332458496,0.5788737704994219,6.1,811,170,0.0,-3,0.0,-3.0,0.0
"""How to clean the Smarter Coffee 2nd Generation internal parts?""",0.0,0.5305976867675781,0.0,5.7,104,17,0.0,-21,0.0,-21.0,0.0,0.0,3.1131958961486816,0.9636399700114153,6.05,1683,321,0.0,-10,0.0,-10.0,0.0
"""How to fix Smarter Coffee 2nd Generation if water leaks from the bottom?""",0.0,0.6398594379425049,0.0,5.5,143,27,0.0,0,0.0,-26.0,0.0,0.0,3.5132272243499756,0.8539157328636314,6.0,1858,379,0.0,-21,0.0,-21.0,0.0
"""How to descale Smarter Coffee 2nd Generation using vinegar?""",0.0,0.6506893634796143,1.5368316375290187,5.75,164,31,0.0,-13,0.0,-13.0,0.0,0.0,3.2772464752197266,0.9154026170082716,6.0,1606,338,0.0,-9,0.0,-9.0,0.0
"""How to fix Smarter Coffee 2nd Generation if the power button doesnt respond?""",0.0,0.6470882892608643,1.545384171830339,5.45,154,28,0.0,-5,0.0,-5.0,0.0,0.0,3.8325631618499756,1.0436879527030585,5.95,1940,415,0.0,0,0.0,0.0,0.0
"""How to set cooking schedules on June Oven?""",0.0,0.6691815853118896,1.4943626990766852,5.7,182,31,0.0,0,0.0,0.0,0.0,0.0,3.5493013858795166,0.8452367589672278,6.0,1700,371,0.0,0,0.0,-22.0,0.0
"""How to clean the June Oven crumb tray?""",0.0,0.6423296928405762,0.0,4.8,140,32,0.0,0,0.0,-27.0,0.0,0.0,2.8100380897521973,1.067601186953637,5.95,1382,300,0.0,0,0.0,-23.0,0.0
"""How to use June Oven with Alexa?""",0.0,0.5611851215362549,0.0,5.4,105,22,0.0,-2,0.0,-2.0,0.0,0.0,4.5449934005737305,0.6600669650301345,6.0,2130,505,0.0,-14,0.0,-14.0,0.0
"""How to fix June Oven if it is not heating?""",0.0,0.8565599918365479,0.0,5.55,243,48,0.0,0,0.0,-28.0,0.0,0.0,2.1196024417877197,0.9435731722932611,6.2,1143,213,0.0,0,0.0,-23.0,0.0
"""How to roast vegetables in June Oven?""",0.0,0.6744592189788818,1.4826693324958493,5.4,182,34,0.0,-3,0.0,-3.0,0.0,0.0,5.87000036239624,1.0221464445621158,6.15,2824,634,0.0,0,0.0,-23.0,0.0
"""How to set a custom cooking program on June Oven?""",0.0,0.6152205467224121,0.0,5.6,155,27,0.0,-21,0.0,-21.0,0.0,0.0,4.238033771514893,1.1797923918416249,5.85,2138,458,0.0,-8,0.0,-8.0,0.0
"""How to use June Oven without the app?""",0.0,0.6117897033691406,1.634548594871843,5.55,125,21,0.0,-10,0.0,-10.0,0.0,0.0,2.062014102935791,1.4548882064996664,5.9,1069,207,0.0,-10,0.0,-10.0,0.0
"""How to fix June Oven if it leaks smoke?""",0.0,0.6065857410430908,3.297143115432259,5.7,142,27,0.0,-8,0.0,-8.0,0.0,0.0,2.088911771774292,0.47871816010194856,5.9,1101,214,0.0,-8,0.0,-8.0,0.0
"""How to turn off June Oven?""",0.0,0.611842155456543,1.6344084680679005,5.85,150,29,0.0,-21,0.0,-21.0,0.0,0.0,1.3169019222259521,0.7593579925138206,5.9,595,134,0.0,-21,0.0,-21.0,0.0
"""How to use June Ovens preset programs?""",0.0,0.6270408630371094,0.0,5.4,158,29,0.0,-15,0.0,-15.0,0.0,0.0,1.7152099609375,1.1660380044122653,5.9,890,169,0.0,-15,0.0,-15.0,0.0
"""How to set up Whirlpool Smart Oven?""",0.0,0.6800577640533447,2.940926647285947,5.65,167,38,0.0,0,0.0,0.0,0.0,0.0,5.068363666534424,0.9865116887743542,5.95,2642,552,0.0,-21,0.0,-21.0,0.0
"""How to replace the Whirlpool Smart Oven light?""",0.0,0.5933723449707031,1.6852824511898765,4.85,120,23,0.0,-21,0.0,-21.0,0.0,0.0,2.719094753265381,0.7355389133079553,5.75,1530,282,0.0,-5,0.0,-5.0,0.0
"""How to fix Whirlpool Smart Oven if the door wont close?""",0.0,0.6107478141784668,1.6373370101114764,5.8,156,27,0.0,-19,0.0,-19.0,0.0,0.0,2.7704179286956787,0.7219127407754639,5.8,1481,292,0.0,0,0.0,0.0,0.0
"""How to clean the Cosori Smart Air Fryer basket?""",0.0,0.8795347213745117,1.136964778873447,5.1,264,53,0.0,-12,0.0,-12.0,0.0,0.0,2.9752559661865234,1.008316606736826,5.95,1530,323,0.0,-4,0.0,-4.0,0.0
"""How to set the temperature on Cosori Smart Air Fryer?""",0.0,0.6192874908447266,1.6147589201827102,5.6,138,26,0.0,-13,0.0,-13.0,0.0,0.0,1.5436391830444336,0.6478197826171049,5.85,694,145,0.0,-8,0.0,-8.0,0.0
"""How to replace the air filter in Cosori Smart Air Fryer?""",0.0,0.699531078338623,0.0,5.5,182,37,0.0,-21,0.0,-21.0,0.0,0.0,3.739084243774414,0.8023354929747744,6.2,1909,408,0.0,-14,0.0,-14.0,0.0
"""How to fix Cosori Smart Air Fryer if the basket wont close?""",0.0,0.6599724292755127,0.0,5.35,161,32,0.0,-19,0.0,-19.0,0.0,0.0,4.279793977737427,0.9346244283741673,6.0,2228,465,0.0,-12,0.0,-12.0,0.0
"""How to fix Cosori Smart Air Fryer if it wont turn on?""",0.0,0.731670618057251,1.3667352157099242,5.65,199,40,0.0,-10,0.0,-10.0,0.0,0.0,4.64990234375,0.8602331198156244,6.35,2316,486,-0.375,-21,-1.0,-21.0,0.0
"""How to set up Cosori Smart Air Fryer?""",0.0,0.6950318813323975,0.0,5.45,164,37,0.0,-21,0.0,-21.0,0.0,0.0,4.433770179748535,0.6766250568646792,5.9,2184,477,0.0,-19,0.0,-19.0,0.0
"""How to fix Instant Vortex Plus if it wont turn on?""",0.0,0.7640945911407471,1.3087384881390605,5.45,203,38,0.0,-21,0.0,-21.0,0.0,0.0,4.088423013687134,0.9783723422470401,6.2,2052,440,0.0,0,0.0,0.0,0.0
"""How to fix Instant Vortex Plus if it makes a loud noise?""",0.0,0.7292377948760986,1.371294805378259,5.4,166,32,0.0,-25,0.0,-25.0,0.0,0.0,3.5111186504364014,0.8544285450523921,5.95,1832,371,0.0,-9,0.0,-9.0,0.0
"""How to make french fries in Instant Vortex Plus?""",0.0,0.9207954406738281,1.0860175407333699,5.699999999999999,223,44,0.0,0,0.0,0.0,0.0,0.0,4.090657711029053,0.9778378643656355,6.15,2018,419,0.0,-8,0.0,-8.0,0.0
"""How to save a custom cooking program on Instant Vortex Plus?""",0.0,0.8008925914764404,1.2486068801755263,5.8,248,46,0.0,0,0.0,0.0,0.0,0.0,1.1644787788391113,1.7175066101227703,5.95,579,104,0.0,0,0.0,0.0,0.0
"""How to use Instant Vortex Plus for toasting nuts?""",0.0,0.6698386669158936,1.4928967964828652,5.6,161,32,0.0,-15,0.0,-15.0,0.0,0.0,3.5783908367156982,0.8383656612397089,6.15,1662,376,0.0,-8,0.0,-8.0,0.0
"""How to use Instant Vortex Plus for roasting chicken?""",0.0,0.6728553771972656,0.0,5.65,163,35,0.0,-18,0.0,-18.0,0.0,0.0,4.952112674713135,1.2116040958923933,6.0,2417,517,0.0,-8,0.0,-8.0,0.0
"""How to set up Instant Vortex Plus?""",0.0,0.7137973308563232,1.400957886462559,5.55,198,36,0.0,-21,0.0,-21.0,0.0,0.0,4.795000791549683,1.0427526954352435,6.0,2549,508,0.0,-11,0.0,-11.0,0.0
"""How to replace a solenoid on Rachio Smart Sprinkler Controller?""",0.0,0.6678726673126221,1.4972913984081402,5.5,155,33,0.0,-20,0.0,-20.0,0.0,0.0,2.9009268283843994,0.68943483180237,6.25,1701,305,0.0,-14,0.0,-14.0,0.0
"""How to enable notifications for Rachio Smart Sprinkler Controller?""",0.0,0.6574497222900391,0.0,5.75,155,33,0.0,-5,0.0,-5.0,0.0,0.0,3.9373505115509033,1.0159115852812917,6.0,2131,458,0.0,0,0.0,0.0,0.0
"""How to fix Rachio Smart Sprinkler Controller if it keeps restarting?""",0.0,0.6547105312347412,0.0,5.35,154,30,0.0,-9,0.0,-9.0,0.0,0.0,3.823430061340332,1.0461810300778034,6.2,1908,421,0.0,-4,0.0,-4.0,0.0
"""How to disable freeze skip on Rachio Smart Sprinkler Controller?""",0.0,0.6204686164855957,0.0,5.7,156,29,0.0,-9,0.0,-9.0,0.0,0.0,2.320131540298462,0.8620200903551293,5.9,1412,247,0.0,-6,0.0,-6.0,0.0
"""How to fix Rachio Smart Sprinkler Controller if watering is skipped unexpectedly?""",0.0,0.6146039962768555,0.0,5.65,177,30,0.0,-23,0.0,-23.0,0.0,0.0,4.889806509017944,0.8180282783417767,6.0,2476,543,0.0,0,0.0,0.0,0.0
"""How to use weather intelligence with Netro Smart Sprinkler?""",0.0,0.6678879261016846,0.0,5.4,175,32,0.0,-17,0.0,-17.0,0.0,0.0,4.589552164077759,0.8715447296370662,6.0,2546,513,0.0,-4,0.0,-4.0,0.0
"""How to fix Netro Smart Sprinkler if it wont connect to Wi-Fi?""",0.0,0.7370965480804443,1.3566743767872778,5.45,192,38,0.0,-14,0.0,-14.0,0.0,0.0,5.384662628173828,1.114275937847662,6.25,2734,567,-0.625,0,0.0,-23.0,0.0
"""How to update firmware on Netro Smart Sprinkler?""",0.0,0.7329738140106201,0.0,5.8,178,35,0.0,-5,0.0,-5.0,0.0,0.0,1.9731111526489258,1.0136276394357413,5.9,1035,194,0.0,-21,0.0,-21.0,0.0
"""How to use the water delay feature on Netro Smart Sprinkler?""",0.0,0.7262771129608154,1.3768849136969061,5.75,160,31,0.0,-21,0.0,-21.0,0.0,0.0,1.515671730041504,0.6597734721735502,5.800000000000001,733,147,0.0,0,0.0,-22.0,0.0
"""How to fix Netro Smart Sprinkler if zones are watering at incorrect times?""",0.0,0.49292874336242676,0.0,5.35,75,14,0.0,-19,0.0,-19.0,0.0,0.0,4.988365173339844,1.0023323927292804,6.1,2634,540,0.0,0,0.0,0.0,0.0
"""How to set up Husqvarna Automower?""",0.0,0.8983364105224609,1.1131687286475491,5.7,298,55,0.0,-3,0.0,-3.0,0.0,0.0,4.916393041610718,0.8136046012081164,6.0,2598,523,0.0,-23,0.0,-23.0,0.0
"""How to connect Husqvarna Automower to Wi-Fi?""",0.0,0.7872567176818848,1.2702336830400616,5.75,199,46,0.0,-12,0.0,-12.0,0.0,0.0,4.4041454792022705,1.1352940141538637,5.95,2271,461,0.0,-20,0.0,-20.0,0.0
"""How to set mowing schedule on Husqvarna Automower?""",0.0,0.6097476482391357,1.640022725609435,5.7,156,29,0.0,-21,0.0,-21.0,0.0,0.0,3.451801061630249,0.8691115004720199,5.95,1849,365,0.0,-22,0.0,-22.0,0.0
"""How to fix Husqvarna Automower if it wont connect to Wi-Fi?""",0.0,0.7804768085479736,2.5625361036988856,5.45,200,40,0.0,-21,0.0,-21.0,0.0,0.0,4.26568603515625,0.9377155203245672,6.1,2177,442,0.0,-1,0.0,-1.0,0.0
"""How to disable rain sensor on Husqvarna Automower?""",0.0,0.6184663772583008,1.6169027723601932,5.35,147,28,0.0,-25,0.0,-25.0,0.0,0.0,3.0786585807800293,0.6496335814838707,6.15,1649,321,0.0,-22,0.0,-22.0,0.0
"""How to adjust boundary wire settings for Husqvarna Automower?""",0.0,0.593609094619751,1.6846103084814532,5.6,150,28,0.0,-12,0.0,-12.0,0.0,0.0,4.6670732498168945,1.0713352313891207,5.95,2509,500,0.0,-17,0.0,-17.0,0.0
"""How to fix Robomow RS630 if it wont connect to Wi-Fi?""",0.0,0.824761152267456,2.424944475742736,5.8,189,40,0.0,-15,0.0,-15.0,0.0,0.0,5.703501462936401,0.876654460858373,6.0,2710,597,0.0,-14,0.0,-14.0,0.0
"""How to disable a zone on Robomow RS630?""",0.0,0.7003161907196045,1.4279264327325465,5.4,120,29,0.0,-21,0.0,-21.0,0.0,0.0,2.7896456718444824,0.7169369286535547,6.1,1280,275,0.0,-15,0.0,-15.0,0.0
"""How to check battery status on Robomow RS630?""",0.0,0.6812403202056885,2.9358215312266562,5.6,145,28,0.0,-21,0.0,-21.0,0.0,0.0,1.9097769260406494,1.0472427291003057,5.9,832,186,0.0,-15,0.0,-15.0,0.0
"""How to troubleshoot Robomow RS630 not mowing?""",0.0,0.6850054264068604,1.4598424500729992,5.4,156,31,0.0,-13,0.0,-13.0,0.0,0.0,5.466648578643799,0.9146371726793877,5.95,2873,589,0.0,-6,0.0,-6.0,0.0
"""How to disable rain sensor on Robomow RS630?""",0.0,0.666480302810669,1.5004194359261753,5.7,136,28,0.0,-28,0.0,-28.0,0.0,0.0,2.599273204803467,1.1541687862796646,5.9,1335,265,0.0,-16,0.0,-16.0,0.0
"""How to connect Robomow RS630 to a GPS module?""",0.0,0.9393839836120605,2.129054821979535,5.6,270,52,0.0,-21,0.0,-21.0,0.0,0.0,1.74196457862854,1.148128971470944,6.2,912,167,0.0,-21,0.0,-21.0,0.0
